,SEQNOS,DESCRIPTION_OF_INCIDENT,TYPE_OF_INCIDENT,INCIDENT_CAUSE,INCIDENT_DATE_TIME,INCIDENT_DTG,INCIDENT_LOCATION,LOCATION_ADDRESS,LOCATION_STREET1,LOCATION_STREET2,LOCATION_NEAREST_CITY,LOCATION_STATE,LOCATION_COUNTY,LOCATION_ZIP,DISTANCE_FROM_CITY,DISTANCE_UNITS,DIRECTION_FROM_CITY,LAT_DEG,LAT_MIN,LAT_SEC,LAT_QUAD,LONG_DEG,LONG_MIN,LONG_SEC,LONG_QUAD,LOCATION_SECTION,LOCATION_TOWNSHIP,LOCATION_RANGE,POTENTIAL_FLAG,DATE_TIME_RECEIVED,DATE_TIME_COMPLETE,CALLTYPE,RESPONSIBLE_COMPANY,RESPONSIBLE_ORG_TYPE,RESPONSIBLE_CITY,RESPONSIBLE_STATE,RESPONSIBLE_ZIP,SOURCE,AIRCRAFT_TYPE,AIRCRAFT_MODEL,AIRCRAFT_ID,AIRCRAFT_FUEL_CAPACITY,AIRCRAFT_FUEL_CAPACITY_UNITS,AIRCRAFT_FUEL_ON_BOARD,AIRCRAFT_FUEL_O_B_UNITS,AIRCRAFT_SPOT_NUMBER,AIRCRAFT_HANGER,AIRCRAFT_RUNWAY_NUMBER,ROAD_MILE_MARKER,BUILDING_ID,TYPE_OF_FIXED_OBJECT,POWER_GENERATING_FACILITY,GENERATING_CAPACITY,TYPE_OF_FUEL,NPDES,NPDES_COMPLIANCE,PIPELINE_TYPE,DOT_REGULATED,PIPELINE_ABOVE_GROUND,EXPOSED_UNDERWATER,PIPELINE_COVERED,RAILROAD_HOTLINE,GRADE_CROSSING,LOCATION_SUBDIVISION,RAILROAD_MILEPOST,TYPE_VEHICLE_INVOLVED,CROSSING_DEVICE_TYPE,DEVICE_OPERATIONAL,DOT_CROSSING_NUMBER,BRAKE_FAILURE,DESCRIPTION_OF_TANK,TANK_ABOVE_GROUND,TRANSPORTABLE_CONTAINER,TANK_REGULATED,TANK_REGULATED_BY,TANK_ID,CAPACITY_OF_TANK,CAPACITY_OF_TANK_UNITS,ACTUAL_AMOUNT,ACTUAL_AMOUNT_UNITS,PLATFORM_RIG_NAME,PLATFORM_LETTER,LOCATION_AREAID,LOCATION_BLOCKID,OCSG_NUMBER,OCSP_NUMBER,STATE_LEASE_NUMBER,PIER_DOCK_NUMBER,BERTH_SLIP_NUMBER,CONTINUOUS_RELEASE_TYPE,INITIAL_CONTINUOUS_RELEASE_NO,CONTINUOUS_RELEASE_PERMIT,ALLISION,TYPE_OF_STRUCTURE,STRUCTURE_NAME,STRUCTURE_OPERATIONAL,AIRBAG_DEPLOYED,DATE_TIME_NORMAL_SERVICE,SERVICE_DISRUPTION_TIME,SERVICE_DISRUPTION_UNITS,TRANSIT_BUS_FLAG,CR_BEGIN_DATE,CR_END_DATE,CR_CHANGE_DATE,FBI_CONTACT,FBI_CONTACT_DATE_TIME,SUB_PART_C_TESTING_REQ,CONDUCTOR_TESTING,ENGINEER_TESTING,TRAINMAN_TESTING,YARD_FOREMAN_TESTING,RCL_OPERATOR_TESTING,BRAKEMAN_TESTING,TRAIN_DISPATCHER_TESTING,SIGNALMAN_TESTING,OTHER_EMPLOYEE_TESTING,UNKNOWN_TESTING,PASSENGER_HANDLING,PASSENGER_ROUTE,PASSENGER_DELAY,FIRE_INVOLVED,FIRE_EXTINGUISHED,ANY_EVACUATIONS,NUMBER_EVACUATED,WHO_EVACUATED,RADIUS_OF_EVACUATION,ANY_INJURIES,NUMBER_INJURED,NUMBER_HOSPITALIZED,ANY_FATALITIES,NUMBER_FATALITIES,ANY_DAMAGES,DAMAGE_AMOUNT,AIR_CORRIDOR_CLOSED,AIR_CORRIDOR_DESC,AIR_CLOSURE_TIME,WATERWAY_CLOSED,WATERWAY_DESC,WATERWAY_CLOSURE_TIME,ROAD_CLOSED,ROAD_DESC,ROAD_CLOSURE_TIME,CLOSURE_DIRECTION,MAJOR_ARTERY,TRACK_CLOSED,TRACK_DESC,TRACK_CLOSURE_TIME,MEDIA_INTEREST,MEDIUM_DESC,ADDITIONAL_MEDIUM_INFO,BODY_OF_WATER,TRIBUTARY_OF,NEAREST_RIVER_MILE_MAKER,RELEASE_SECURED,ESTIMATED_DURATION_OF_RELEASE,RELEASE_RATE,DESC_REMEDIAL_ACTION,STATE_AGENCY_ON_SCENE,STATE_AGENCY_REPORT_NUM,OTHER_AGENCY_NOTIFIED,WEATHER_CONDITIONS,AIR_TEMPERATURE,WIND_SPEED,WIND_DIRECTION,WATER_SUPPLY_CONTAMINATED,SHEEN_SIZE,SHEEN_COLOR,DIRECTION_OF_SHEEN_TRAVEL,SHEEN_ODOR_DESCRIPTION,WAVE_CONDITION,CURRENT_SPEED,CURRENT_DIRECTION,WATER_TEMPERATURE,TRACK_CLOSE_DIR,EMPL_FATALITY,PASS_FATALITY,COMMUNITY_IMPACT,WIND_SPEED_UNIT,EMPLOYEE_INJURIES,PASSENGER_INJURIES,OCCUPANT_FATALITY,CURRENT_SPEED_UNIT,ROAD_CLOSURE_UNITS,TRACK_CLOSURE_UNITS,SHEEN_SIZE_UNITS,ADDITIONAL_INFO,STATE_AGENCY_NOTIFIED,FEDERAL_AGENCY_NOTIFIED,NEAREST_RIVER_MILE_MARKER,SHEEN_SIZE_LENGTH,SHEEN_SIZE_LENGTH_UNITS,SHEEN_SIZE_WIDTH,SHEEN_SIZE_WIDTH_UNITS,OFFSHORE,DURATION_UNIT,RELEASE_RATE_UNIT,RELEASE_RATE_RATE,PASSENGERS_TRANSFERRED,new_latitude,new_longitude,new_latquad,new_longquad,new_street,geometry,address
793,1268741,CALLER REPORTED DUMP TRUCKS ARE RELEASING OIL ONTO THE STREETS DUE TO UNKNOWN CAUSES. THERE ARE STORM DRAINS NEARBY BUT UNKNOWN IF THEY HAVE BEEN IMPACTED.,MOBILE,UNKNOWN,1/14/2020 11:00,OCCURRED,,938 RIVER BIRCH CIR,,,MIDDLETOWN,DE,NEW CASTLE,,,,,,,,,,,,,,,,N,2020-01-15 09:05:00,2020-01-15 09:10:00,INC,WASTE MANAGEMENT,PRIVATE ENTERPRISE,,DE,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,ASPHALT,,,,U,,,NONE,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO,,,,,,POINT (nan nan),
794,1268742,"///THIS IS A 48 HOUR UPDATE TO NRC 1268463/// THE UPDATE IS AS FOLLOWS: CALLER STATED THEY FOUND A FAILED MECHANICAL COUPLING. SERVICE HAS BEEN RESTORED TO THE SYSTEM.

CALLER IS REPORTING A RELEASE OF NATURAL GAS DUE TO A LEAK ON A DISTRIBUTION  PIPELINE DUE TO UNKNOWN CAUSES AT THIS TIME.  CALLER ALSO STATED THAT THE LOSS OF  GAS AND COST OF RESTORATION WILL EXCEED THE (50,000) DOLLAR THRESHOLD.",PIPELINE,EQUIPMENT FAILURE,1/11/2020 13:38,DISCOVERED,,STATE ROUTE 42,,,MANSFIELD,OH,RICHLAND,,,,,,,,,,,,,,,,N,2020-01-15 09:21:00,2020-01-15 09:27:00,INC,COLUMBIA GAS OF OHIO,PUBLIC UTILITY,COLUMBUS,OH,43231.0,TELEPHONE,,,,,,,,,,,,,,U,,,,U,DISTRIBUTION,Y,BELOW,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,Y,50000.0,N,,,N,,,Y,STATE ROUTE 42,,,Y,N,,,UNKNOWN,AIR,ATMOSPHERE,,,,Y,,,RELEASE HAS BEEN SECURED.,,,,UNKNOWN,,,,U,,,,,,,,,,,,,,,,,,,,,"///THIS IS A 48 HOUR UPDATE TO NRC 1268463/// THE UPDATE IS AS FOLLOWS: CALLER STATED THEY FOUND A FAILED MECHANICAL COUPLING. SERVICE HAS BEEN RESTORED TO THE SYSTEM.
","PUB UTILITES COMM OF OHIO, DNR",,,,,,,N,,,,NO,,,,,STATE ROUTE 42,POINT (nan nan),
795,1268743,THE CALLER IS REPORTING 4 LITERS OF CHLOROFORM WAS RELEASED ONTO THE FLOOR AND AIR INSIDE THE BUILDING FROM A GLASS CONTAINER WHEN THE CONTAINER BROKE FOR UNKNOWN REASONS.,FIXED,UNKNOWN,1/15/2020 6:09,OCCURRED,UPS FACILITY,ROUTE 6 AND 5TH STREET,,,PERU,IL,LA SALLE,,,,,,,,,,,,,,,,N,2020-01-15 09:43:00,2020-01-15 09:52:00,INC,UNITED PARCEL SERVICE,PRIVATE ENTERPRISE,ADDISON,IL,60101.0,TELEPHONE,,,,,,,,,,,,,OTHER,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,NONE,OTHER,INSIDE BUILDING,,,,Y,,,,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO,,,,,,POINT (nan nan),
796,1268745,"THE CALLER IS REPORTING AN INDIVIDUAL WAS STRUCK BY A TRAIN, NOT AT A CROSSING. THE INDIVIDUAL WAS FATALLY INJURED.",RAILROAD NON-RELEASE,TRESPASSER,1/15/2020 6:06,DISCOVERED,BNSF RAILWAY,MILE POST 28.98X,,,SUMNER,WA,KING,,,,,,,,,,,,,,,,N,2020-01-15 10:09:00,2020-01-15 10:19:00,INC,,UNKNOWN,,XX,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,N,SEATTLE,28.98X,,,Y,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,N,,,U,U,,,,,,,,,,NO,,,,,,,,,,,PASSENGERS WILL STAY ON TRAIN,YES,YES,N,U,N,,,,N,,,Y,1.0,N,,N,,,N,,,N,,,,N,Y,MAIN 1 AND 2,1.0,UNKNOWN,NON-RELEASE (N/A),,,,,U,,,INVESTIGATION BEING CONDUCTED AND SCENE REMEDIATED,,20-0179,,PARTLY CLOUDY,35.0,7.0,S,U,,,,,,,,,N/S,0.0,0.0,,MPH,,,0.0,,,,,,WA EMERGENCY MANAGEMENT,,,,,,,N,,,,NO,,,,,,POINT (nan nan),
797,1268746,CALLER IS REPORTING EVERY TIME THE WORK VEHICLES PULL OUT OF THE FACILITY THERE IS AN UNKNOWN MATERIAL LEAKING FROM THE TRUCKS ONTO THE GROUND.,MOBILE,UNKNOWN,1/15/2020 8:00,OCCURRED,,"15024 KY-23, CATLETTSBURG",,,CATLETTSBURG,KY,BOYD,,,,,,,,,,,,,,,,N,2020-01-15 10:10:00,2020-01-15 10:15:00,INC,CALGON CARBON,PRIVATE ENTERPRISE,CATLETTSBURG,KY,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,ASPHALT,,,,U,,,NONE,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO,15024.0,,,E,,POINT (nan 15024),
798,1268747,"///THIS IS A CORRECTION TO NRC REPORT 1268714/// THE CORRECTION IS AS FOLLOWS:  THE MATERIAL RELEASED IS PROPYLENE GLYCOL. 5 GALLONS RELEASED. 1 GALLON IMPACTED A DRAIN.  FACILITY IS A RAIL CONTROL CENTER FOR THE NYC SUBWAY SYSTEM.

CALLER IS REPORTING THE RELEASE OF FREON IN THE AMOUNT 5 GALLONS AND 1 GALLON WENT  INTO THE DRAIN ON THE ROOF. THE RELEASE WAS CAUSED BY OPERATOR ERROR.",FIXED,OPERATOR ERROR,1/14/2020 12:00,OCCURRED,,354 WEST 54TH ST,,,NEW YORK,NY,NEW YORK (MANHATTAN),,,,,,,,,,,,,,,,N,2020-01-15 10:19:00,2020-01-15 10:28:00,INC,"ACS SYSTEMS ACCO, INC",PRIVATE ENTERPRISE,MOUNT VERNON,NY,10550.0,TELEPHONE,,,,,,,,,,,,,OTHER,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,ROOF/ DRAIN,DRAIN,,,Y,,,USED SPILL KIT AND CLOSED VALVE,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,///THIS IS A CORRECTION TO NRC REPORT 1268714/// THE CORRECTION IS AS FOLLOWS:  THE MATERIAL RELEASED IS PROPYLENE GLYCOL. 5 GALLONS RELEASED. 1 GALLON IMPACTED A DRAIN.  FACILITY IS A RAIL CONTROL CENTER FOR THE NYC SUBWAY SYSTEM.,,,,,,,,N,,,,NO,,,,,,POINT (nan nan),
799,1268748,"CALLER IS REPORTING THE DISCHARGE OF MOTOR OIL AT THE INCIDENT LOCATION.  CALLER STATED A TRUCK OFFLOADING USED MOTOR OIL CAUGHT FIRE, RELEASING MOTOR OIL ON TO THE GROUND.  CALLER STATED THE FIRE SPREAD TO SEVERAL OTHER VEHICLES AND BUILDINGS IN THE IMMEDIATE AREA.  CALLER STATED THE FIRE DEPARTMENT HAS EXTINGUISHED THE FIRE, AND IS STILL ONSCENE.  THE CAUSE OF THE FIRE IS UNKNOWN.",FIXED,UNKNOWN,1/15/2020 7:00,OCCURRED,,8470 NW 68TH STREET,,,MIAMI,FL,DADE,33166.0,,,,,,,,,,,,,,,N,2020-01-15 10:25:00,2020-01-15 10:56:00,INC,E.M.C. OIL CORP,PRIVATE ENTERPRISE,MIAMI,FL,33166.0,TELEPHONE,,,,,,,,,,,,,RECYCLING FACILITY,N,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,Y,Y,Y,,EVERYONE,,N,,,N,,Y,100000.0,N,,,N,,,Y,87TH AVE,,,N,N,,,MEDIUM,LAND,ASPHALT / GRAVEL,,,,Y,,,"BOOMS APPLIED, ABSORBENTS APPLIED, ISOLATED AREA, CLEAN UP CREW ON-SITE, CLEAN UP UNDERWAY, INVESTIGATION UNDERWAY",FD/PD/EMS,,,PARTLY CLOUDY,77.0,8.0,,U,,,,,,,,,,,,,MPH,,,,,,,,,,EPA,,,,,,N,,,,NO,,,,,,POINT (nan nan),
800,1268749,THE CALLER IS REPORTING AN UNKNOWN SHEEN SEEN AT THE INCIDENT LOCATION.,UNKNOWN SHEEN,UNKNOWN,1/15/2020 9:40,DISCOVERED,UNKNOWN SHEEN INCIDENT,"HOUSTON SHIP CHANNEL, RMM 384",NEAR WHEEL WASH ISLAND,,HOUSTON,TX,HARRIS,,,,,,,,,,,,,,,,N,2020-01-15 11:04:00,2020-01-15 11:12:00,INC,,UNKNOWN,,XX,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,HOUSTON SHIP CHANNEL,HOUSTON SHIP CHANNEL,INTERCOASTAL WATERWAY,,U,,,,,,,FOGGY,70.0,,,U,,,,,0     CALM,,,,,,,,,,,,,,,,THE CALLER NOTES THE SHEEN IS 300 FEET FROM VESSELS,,COAST GUARD,,,,300.0,FEET,N,,,,NO,,,,,,POINT (nan nan),
801,1268750,"THE CALLER IS REPORTING A SHEEN SEEN COMING FROM A PARTIALLY SUNKEN FISHING VESSEL, DUE TO A VESSEL COLLISION THAT OCCURRED ON 14JAN2020 BETWEEN THE 81FT FISHING VESSEL AND A 600FT TANKER VESSEL.",VESSEL,VESSEL SINKING,1/15/2020 10:00,DISCOVERED,SOUTH JETTY OF HOUSTON GALVESTON SHIP CHANNEL,,,,GALVESTON,TX,GALVESTON,,,,,,,,,,,,,,,,N,2020-01-15 11:17:00,2020-01-15 11:36:00,INC,,UNKNOWN,,XX,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,Y,1.0,1.0,Y,1.0,U,,N,,,U,,,N,,,,N,N,,,LOW,WATER,HOUSTON GALVESTON SHIP CHANNEL,HOUSTON GALVESTON SHIP CHANNEL,GULF OF MEXICO,,N,,,,,,,FOGGY,,,,U,,,,DIESEL,4     ROUGH (5 - 8 FT),,,,,1.0,,,,,,,,,,,,"TCEQ, LOCAL 911",COAST GUARD,,,,,,N,,,,NO,,,,,,POINT (nan nan),
802,1268752,CALLER REPORTED AN UNKNOWN SHEEN FROM AN UNKNOWN SOURCE IN THE ELLIOT BAY.,UNKNOWN SHEEN,UNKNOWN,1/15/2020 8:00,DISCOVERED,UNKNOWN SHEEN INCIDENT,2203 ALASKAN WAY,BELLE HARBOR MARINA,,SEATTLE,WA,KING,98121.0,,,,,,,,,,,,,,,N,2020-01-15 11:29:00,2020-01-15 11:30:00,INC,,UNKNOWN,,XX,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,RAINBOW,ELLIOT BAY,,,U,,,DISSIPATE NATURALLY,,,,,,,,U,,RAINBOW,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO,,,,,,POINT (nan nan),
803,1268753,CALLER REPORTED AN UNKNOWN AMOUNT OF DIESEL WAS RELEASED FROM A VESSEL INTO THE ICW DUE TO EQUIPMENT FAILURE.,VESSEL,EQUIPMENT FAILURE,1/15/2020 11:35,OCCURRED,,3070 HARBOR DR,,,SAINT AUGUSTINE,FL,ST. JOHNS,32084.0,,,,,,,,,,,,,,,N,2020-01-15 11:41:00,2020-01-15 11:47:00,INC,,PRIVATE CITIZEN,ST AUGUSTINE,FL,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,ICW,ICW,,,U,,,BOOMS AND ABSORBANTS APPLIED.,,,,,,,,U,,RAINBOW,,,,,,,,,,,,,,,,,,,,USCG,,,,,,,N,,,,NO,,,,,,POINT (nan nan),
804,1268754,CALLER REPORTED AN UNKNOWN AMOUNT OF NATURAL GAS WAS RELEASED FROM A SERVICE LINE INTO THE ATMOSPHERE DUE TO THIRD PARTY DAMAGE.,PIPELINE,OTHER,8/22/2019 8:00,OCCURRED,,2920 ZOO DR,,,SAN DIEGO,CA,SAN DIEGO,,,,,,,,,,,,,,,,N,2020-01-15 11:50:00,2020-01-15 11:56:00,INC,SAN DIEGO GAS AND ELECTRIC,PRIVATE ENTERPRISE,LOS ANGELES,CA,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,SERVICE,N,BELOW,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,Y,430000.0,N,,,N,,,N,,,,N,N,,,UNKNOWN,AIR,ATMOSPHERE,,,,Y,,,,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO,,,,,,POINT (nan nan),
805,1268755,THE CALLER IS REPORTING 3.8 BARRELS OF WATER AND .5 LITER OF CRUDE OIL WAS DISCHARGED ONTO THE GROUND AND INTO UNKNOWN TRIBUTARIES FROM A PIPELINE DUE TO INTERNAL CORROSION. NONE OF THE OIL DISCHARGED REACHED THE WATERWAY BECAUSE THE TRIBUTARY WAS DRY AT THE TIME OF THE INCIDENT.,PIPELINE,EQUIPMENT FAILURE,1/14/2020 14:20,OCCURRED,TREATMENT FACILITY VACINITY,LAT 43.39433N,LONG 106.30601 W,,MIDWEST,WY,NATRONA,,,,,,,,,,,,,,,,N,2020-01-15 11:51:00,2020-01-15 12:14:00,INC,FDL OPERATING LLC,PRIVATE ENTERPRISE,MIDWEST,WY,82643.0,TELEPHONE,,,,,,,,,,,,,,U,,,,U,GATHERING,N,BELOW,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,NONE,WATER,DISCHARGED WATER REACHED THE WATERWAY,UNKNOWN TRIBUTARY,,,Y,80.0,2.0,SHUT DOWN LINE AND CLAMPED. SECTION OF LINE WILL BE REPLACED,,,,CLEAR,37.0,22.0,WSW,U,,,,,,,,,,,,,MPH,,,,,,,,,,,,,,,,N,MINUTE,GALLON(S),MINUTE,NO,,,,,,POINT (nan nan),
806,1268756,"CALLER IS REPORTING THAT A VESSEL SANK AT A MARINA ON THE OAKLAND ESTUARY, RESULTING IN THE DISCHARGE OF DIESEL INTO THE WATER.",VESSEL,VESSEL SINKING,1/15/2020 8:35,OCCURRED,DOCK/SLIP 427,1101 PACIFIC MARINA,,,ALAMEDA,CA,ALAMEDA,,,,,,,,,,,,,,,,N,2020-01-15 11:57:00,2020-01-15 12:02:00,INC,,PRIVATE CITIZEN,,CA,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,OAKLAND ESTUARY,OAKLAND ESTUARY,,,U,,,NOTIFICATIONS.,,,,PARTLY CLOUDY,45.0,,,U,,RAINBOW,,,,,,,,,,,,,,,,,,,,,USCG,,50.0,FEET,,,N,,,,NO,,,,,,POINT (nan nan),
807,1268757,CALLER IS REPORTING THE COMPANY AT THE INCIDENT LOCATION IS SPRAYING OIL BASED PAINT WITH OUT PROPER VENTILATION EQUIPMENT AND THE FUMES ARE IMPACTING PEOPLE IN THE AREA. CALLER STATED THIS OCCURS ON A DAILY BASIS.,FIXED,DUMPING,1/15/2020 12:00,OCCURRED,,1160 W 13TH STREET,,,RIVIERA BEACH,FL,PALM BEACH,33404.0,,,,,,,,,,,,,,,N,2020-01-15 12:10:00,2020-01-15 12:19:00,INC,,UNKNOWN,,XX,,TELEPHONE,,,,,,,,,,,,,MANUFACTURING FACILITY,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,AIR,ATMOSPHERE,,,,U,,,NONE,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,CODE ENFORCEMENT,,,,,,,N,,,,NO,,,,,,POINT (nan nan),
808,1268760,CALLER IS REPORTING THE DISCHARGE OF DIESEL FUEL FROM A VEHICLE THAT OCCURRED WHEN THE DRIVER WALKED AWAY ALLOWING THE TANK TO OVERFILL.,MOBILE,OPERATOR ERROR,1/15/2020 10:30,OCCURRED,,720 N. VICTORIA HWY,,,REFUGIO,TX,REFUGIO,,,,,,,,,,,,,,,,N,2020-01-15 12:14:00,2020-01-15 12:19:00,INC,,PRIVATE CITIZEN,KELLY,LA,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,"ASPHALT, CONCRETE",,,,Y,,,MATERIAL WAS CONTAINED BY THE FD.,"FD, PD",,,PARTLY CLOUDY,72.0,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO,,,,,,POINT (nan nan),
809,1268761,CALLER IS  REPORTING AN UNKNOWN SHEEN AT THE INCIDENT LOCATION.,UNKNOWN SHEEN,UNKNOWN,1/15/2020 12:07,DISCOVERED,UNKNOWN SHEEN INCIDENT,VENETIAN CAUSEWAY,SEE LAT AND LONG,,MIAMI,FL,DADE,,,,,25.0,47.0,46.0,N,80.0,9.0,31.0,W,,,,N,2020-01-15 12:14:00,2020-01-15 12:26:00,INC,,UNKNOWN,,XX,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,INTRACOASTAL WATERWAY,INTRACOASTAL WATERWAY,ATLANTIC OCEAN,,U,,,NOTIFICATIONS MADE,,,,,,,,U,,RAINBOW,,,,,,,,,,,,,,,,,,,,,COAST GUARD,,30.0,FEET,6.0,FEET,N,,,,NO,25.796111111111113,-80.15861111111111,N,W,,POINT (-80.15861111111111 25.79611111111111),
810,1268762,THE CALLER IS REPORTING 500 GALLONS OF SEWAGE WAS DISCHARGED INTO RIDDLES CREEK FROM A MAN HOLE DUE TO A ROOT MASS BLOCKING THE SYSTEM.,FIXED,NATURAL PHENOMENON,1/14/2020 18:30,OCCURRED,CLIFF SIDE SANITARY DISTRICT,136 HAWKINS LOOP ROAD,,,MOORESBORO,NC,RUTHERFORD,,,,,,,,,,,,,,,,N,2020-01-15 12:17:00,2020-01-15 12:36:00,INC,ENVIROLINK,PRIVATE ENTERPRISE,ARDEN,NC,28704.0,TELEPHONE,,,,,,,,,,,,,SEWAGE TREATMENT FACILITY,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,NONE,WATER,RIDDLES CREEK,RIDDLES CREEK,SECOND BROAD RIVER,,Y,,,"REPAIRED THE LINE, AND RESUMED OPERATIONS",,,,RAINY,,,,U,,,,,0     CALM,,,,,,,,,,,,,,,,,NC DIV OF WATER QUALITY,,,,,,,N,,,,NO,,,,,,POINT (nan nan),
